StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q2.7_1,Q3.1_Browser,Q3.1_Version,Q3.1_Operating System,Q3.1_Resolution,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.3,Q4.4_First Click,Q4.4_Last Click,Q4.4_Page Submit,Q4.4_Click Count,Q4.5,Q4.6_First Click,Q4.6_Last Click,Q4.6_Page Submit,Q4.6_Click Count,Q4.7,Q4.8_First Click,Q4.8_Last Click,Q4.8_Page Submit,Q4.8_Click Count,Q4.9,Q4.10_First Click,Q4.10_Last Click,Q4.10_Page Submit,Q4.10_Click Count,Q4.11,Q4.12_First Click,Q4.12_Last Click,Q4.12_Page Submit,Q4.12_Click Count,Q5.3,Q5.4_First Click,Q5.4_Last Click,Q5.4_Page Submit,Q5.4_Click Count,Q5.5,Q5.6_First Click,Q5.6_Last Click,Q5.6_Page Submit,Q5.6_Click Count,Q5.7,Q5.8_First Click,Q5.8_Last Click,Q5.8_Page Submit,Q5.8_Click Count,Q5.9,Q5.10_First Click,Q5.10_Last Click,Q5.10_Page Submit,Q5.10_Click Count,Q5.11,Q5.12_First Click,Q5.12_Last Click,Q5.12_Page Submit,Q5.12_Click Count,Q5.13,Q5.14_First Click,Q5.14_Last Click,Q5.14_Page Submit,Q5.14_Click Count,Q5.15,Q5.16_First Click,Q5.16_Last Click,Q5.16_Page Submit,Q5.16_Click Count,Q7.2_1,Q7.3,Q7.4,Q7.5,Q8.2_1,Q8.3,Q8.4,Q8.5,Q9.1,Q10.1,Q12.1,Q12.2,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q13.13,Q13.14,Q14.2,Q14.3,Q14.3_3_TEXT,Q14.4,Q14.4_4_TEXT,Q14.5,id,DeviceIdentifier
2021-05-10 04:52:34,2021-05-10 04:57:17,IP Address,92.107.185.130,100,283,True,2021-05-10 04:57:18,R_3I4tvfdQN6UngVz,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,3.713,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,H,V,P,22,6,30,1.138,1.138,27.122,1,"13,5",1.179,1.179,18.946,1,1,2.243,2.243,18.471,1,15,1.617,1.617,26.818,1,234,0.945,0.945,19.264,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,(6) Très probable,(6) Très susceptible,(6) Tout à fait d'accord,Non,Je décide très rapidement sur la base de mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,Plutôt en désaccord,Tout à fait d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,D'accord,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,20,Une Femme,,Etudiant.e,,,11779,
2021-05-10 04:50:24,2021-05-10 04:58:39,IP Address,129.194.78.21,100,494,True,2021-05-10 04:58:39,R_24eXiRnp4iOcxYY,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,5.308,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,L,O,M,12,11,30,31.324,31.324,89.048,1,"13,5",40.056,40.056,44.122,1,1,76.429,76.429,79.389,1,15,48.233,48.233,51.001,1,234,21.466,21.466,25.967,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,(5),(4),(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Légèrement positifs (1),"Ni d'accord, ni en désaccord",D'accord,Plutôt en désaccord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",19,Une Femme,,Etudiant.e,,,12430,
2021-05-10 04:54:12,2021-05-10 04:59:42,IP Address,62.202.190.119,100,329,True,2021-05-10 04:59:42,R_2EuTjKVdYUNF5uj,,,,,46.978607177734375,7.44830322265625,anonymous,FR,0,0,3.374,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.3,Macintosh,1440x900,P,V,T,3,2,30,1.836,10.722,16.394,2,13.5,1.073,14.413,25.818,3,1,2.042,2.042,12.856,1,15,1.685,7.884,12.575,3,234,1.241,1.241,18.482,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,(6) Très probable,(5),(3),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",D'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,D'accord,23,Une Femme,,Etudiant.e,,,11890,
2021-05-10 04:49:29,2021-05-10 05:00:06,IP Address,88.123.19.196,100,637,True,2021-05-10 05:00:06,R_1HiXbL8W3JNlOta,,,,,46.1446990966796875,6.0872955322265625,anonymous,FR,28.548,28.548,37.946,1,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,F,S,L,22,7,30m,8.418,8.418,121.508,1,13.5chf,23.727,23.727,33.327,1,10.5chf,33.024,33.024,36.067,1,15CHF,100.105,100.105,107.325,1,234,31.391,31.391,39.636,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,(4),(5),(5),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,21,Une Femme,,Etudiant.e,,,11620,
2021-05-10 04:53:08,2021-05-10 05:00:25,IP Address,31.10.175.110,100,437,True,2021-05-10 05:00:25,R_2BnZctVAPDP1fBT,,,,,46.5388031005859375,6.588592529296875,anonymous,FR,1.641,13.984,15.034,6,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari iPhone,14.0.3,iPhone,414x896,D,P,L,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,Indifférence,9.426,27.367,32.906,4,"Tendresse ",1.672,3.08,16.91,3,"Hâte ",1.284,2.318,19.262,3,"De la peine ",1.843,1.843,31.254,1,"Excitation ",1.021,3.336,12.209,4,Du calme,1.449,2.78,10.984,2,"Nécessité ",1.472,2.977,17.123,2,5,(1),(0) Pas du tout susceptible,(1),,,,,Non,Je prends le temps de réfléchir avec précision,(3),(4),Plutôt en désaccord,Plutôt d'accord,En désaccord,Plutôt en désaccord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Pas du tout d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Pas du tout d'accord,Pas du tout d'accord,23,Une Femme,,Etudiant.e,,,11119,
2021-05-10 04:48:27,2021-05-10 05:01:21,IP Address,86.220.92.160,100,774,True,2021-05-10 05:01:22,R_2PoH901pQfjbFlC,,,,,45.9062957763671875,6.129302978515625,anonymous,FR,0,0,14.038,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,14.0.1,Macintosh,1440x900,G,N,A,30,5,30,36.462,36.462,55.534,1,"13,5",0.419,16.809,30.829,2,1,197.604,207.052,207.472,2,15,25.67,26.165,28.928,2,234,83.728,83.728,89.372,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,(4),(4),(4),,,,,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Légèrement positifs (1),Plutôt d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,D'accord,Tout à fait d'accord,D'accord,Plutôt en désaccord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",18,Une Femme,,Etudiant.e,,,13054,
2021-05-10 04:54:13,2021-05-10 05:01:25,IP Address,178.197.249.31,100,431,True,2021-05-10 05:01:25,R_2ygw4Ix4GOjifeq,,,,,47.35479736328125,8.44000244140625,anonymous,FR,0,0,4.109,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.85,Macintosh,1440x900,J,K,C,13,10,30,1.986,28.642,35.715,2,13.50,1.582,1.582,20.671,1,1,3.33,31.297,35.221,2,15,1.332,26.245,29.786,4,234,1.862,1.862,28.086,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.01,(5),(5),(4),,,,,Oui,Je prends le temps de réfléchir avec précision,(3),(3),En désaccord,Tout à fait d'accord,Plutôt en désaccord,D'accord,Plutôt d'accord,Plutôt d'accord,En désaccord,En désaccord,Plutôt d'accord,Plutôt d'accord,Plutôt en désaccord,Plutôt d'accord,Plutôt en désaccord,D'accord,21,Une Femme,,Etudiant.e,,,9988,
2021-05-10 04:46:39,2021-05-10 05:01:51,IP Address,178.199.114.67,100,912,True,2021-05-10 05:01:51,R_xhCK4YIkX5TjqcF,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,62.075,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Safari,12.1.2,Macintosh,1280x800,S,D,S,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,indifférence,2.718,2.718,62.33,1,joie,4.347,4.347,47.145,1,joie,1.509,1.509,15.52,1,Une sorte de frustration ou pitié,1.29,60.513,95.827,2,curiosité de comprendre le point de vue de ceux qui se révoltent,1.435,1.435,39.121,1,calme,12.072,12.072,37.584,1,fascination,1.718,1.718,39.796,1,7,(4),(3),(4),,,,,Non,Je prends le temps de réfléchir avec précision,(4),(3),"Ni d'accord, ni en désaccord",D'accord,Plutôt en désaccord,D'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,20,Une Femme,,Etudiant.e,,,13159,
2021-05-10 04:51:16,2021-05-10 05:02:14,IP Address,178.195.235.149,100,657,True,2021-05-10 05:02:14,R_1mmBsH0znHhbGaU,,,,,46.2415008544921875,6.1920013427734375,anonymous,FR,0,0,25.024,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Edge,90.0.818.56,Windows NT 10.0,1368x912,C,R,N,15,5,30m,15.826,15.826,21.193,1,13.5,34.917,34.917,138.172,1,0.5,54.654,54.654,58.679,1,15,44.544,48.727,51.919,2,234,55.883,55.883,62.47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,(5),(6) Très susceptible,(5),Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Légèrement positifs (1),D'accord,Tout à fait d'accord,Plutôt d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,20,Une Femme,,Etudiant.e,,,13012,
2021-05-10 04:56:50,2021-05-10 05:02:32,IP Address,129.194.78.181,100,341,True,2021-05-10 05:02:34,R_1hW0HJZLmtDOKZm,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,3.452,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Macintosh,1680x1050,M,S,L,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,désintérêt,2.364,9.811,10.792,2,amour,1.677,1.677,31.561,1,excitant,1.113,7.638,10.082,8,"tristesse
",1.153,1.153,17.971,1,excitant,1.173,1.173,7.136,1,calme,0.937,0.937,10.654,1,fatiguée,0.601,30.353,49.825,6,7.99,(4),(2),(3),,,,,Non,Je prends le temps de réfléchir avec précision,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,Tout à fait d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,Tout à fait d'accord,23,Une Femme,,Etudiant.e,,,13540,
2021-05-10 04:53:32,2021-05-10 05:02:41,IP Address,129.194.75.121,100,548,True,2021-05-10 05:02:41,R_3noYHwTJHuHcC6W,,,,,46.1945953369140625,6.100799560546875,anonymous,FR,0,0,12.963,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,M,B,N,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,rien,1.917,1.917,22.171,1,bruit,2.102,2.102,7.974,1,alliance,2.282,2.282,21.566,1,tristesse,3.09,48.854,52.224,2,envie de justice,1.827,1.827,9.339,1,repos,1.373,1.373,20.823,1,je me sens capable,1.593,1.593,17.277,1,,,,,6.05,(3),(1),(3),Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Tout à fait d'accord,Pas du tout d'accord,D'accord,"Ni d'accord, ni en désaccord",Plutôt d'accord,Pas du tout d'accord,Pas du tout d'accord,Plutôt en désaccord,D'accord,D'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,19,Une Femme,,Etudiant.e,,,12103,
2021-05-10 04:50:42,2021-05-10 05:03:05,IP Address,92.105.246.123,100,742,True,2021-05-10 05:03:05,R_1PZqRe6sTwBdVtx,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,48.926,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,No,Chrome,90.0.4430.93,Windows NT 10.0,1280x720,P,M,R,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,indifférence,30.061,30.061,43.92,1,anxiété,1.858,1.858,22.57,1,indifférence,1.48,1.48,95.559,1,désarroi,2.448,2.448,12.154,1,colère,1.632,1.632,38.641,1,relaxant,1.491,1.491,57.97,1,curiosité,24.468,24.468,30.356,1,8.02,(3),(3),(3),,,,,Non,Je décide très rapidement sur la base de mon intuition,(5),(4),Plutôt d'accord,D'accord,En désaccord,D'accord,D'accord,D'accord,D'accord,Plutôt d'accord,D'accord,D'accord,D'accord,D'accord,D'accord,D'accord,21,Une Femme,,Etudiant.e,,,10990,
2021-05-10 04:57:13,2021-05-10 05:03:08,IP Address,129.194.75.38,100,355,True,2021-05-10 05:03:09,R_1is35mGn0Tg88VH,,,,,46.1945953369140625,6.100799560546875,anonymous,FR,0,0,5.516,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.85,Macintosh,1440x900,R,F,M,10,2,30,6.542,6.542,24.829,1,"13,50",1.137,1.137,45.579,1,1,18.346,18.346,20.76,1,15,1.787,1.787,23.115,1,0,1.341,27.718,36.058,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,(5),(4),(4),,,,,Oui,Je me base en partie sur ma réflexion et en partie sur mon intuition,(5),Pas de sentiments positifs à propos du réchauffement climatique (0),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,"Ni d'accord, ni en désaccord",Tout à fait d'accord,D'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,Tout à fait d'accord,24,Une Femme,,Etudiant.e,,,12532,
2021-05-10 04:57:26,2021-05-10 05:03:26,IP Address,85.0.145.67,100,360,True,2021-05-10 05:03:26,R_33wgx1VMPoc2zl4,,,,,46.191497802734375,6.1403045654296875,anonymous,FR,0,0,9.831,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Chrome,90.0.4430.93,Macintosh,1440x900,P,B,H,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,rien de spécial,4.164,4.164,11.155,1,mignon,1.329,1.329,8.825,1,bonheur,1.171,1.171,12.771,1,tristesse,1.306,1.306,12.056,1,puissance,1.834,1.834,22.456,1,sérénité,1.912,1.912,5.858,1,utilité,1.571,1.571,11.457,1,,,,,6.02,(5),(6) Très susceptible,(6) Tout à fait d'accord,Non,Je décide très rapidement sur la base de mon intuition,(3),(4),Plutôt d'accord,Tout à fait d'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",D'accord,"Ni d'accord, ni en désaccord",Plutôt en désaccord,Plutôt d'accord,Tout à fait d'accord,Tout à fait d'accord,D'accord,D'accord,D'accord,21,Un Homme,,Etudiant.e,,,13333,
2021-05-10 04:51:19,2021-05-10 05:06:39,IP Address,46.253.189.79,100,919,True,2021-05-10 05:06:40,R_AaoZWgIUcblHe2B,,,,,46.1952972412109375,6.1385040283203125,anonymous,FR,0,0,4.77,0,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins scientifiques et à leur publication.,J’ai lu et j’accepte les conditions concernant la mise en lien des données collectées dans l’étude présente avec les données de précédentes ou futures études à des fins scientifiques.,J'ai lu et j'accepte les conditions concernant l'utilisation des données à des fins pédagogiques.,Yes,Edge,90.0.818.56,Windows NT 10.0,1504x1003,G,S,G,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,je me sens neutre,2.369,220.429,233.486,3,"je me sens heureux ",2.147,40.333,52.116,7,"je ressens une chaleur causé par le bonheur des personnes qui vont se marier  ",2.103,2.103,24.546,1,je ressens de la peine pour les personnes souffrant de pauvreté,2.133,17.195,42.427,3,je ressens un mélange entre de l'optimisme mais aussi de la crainte,3.452,137.969,159.138,2,je me sens mal car le weekend est déjà terminé,1.741,1.741,19.66,1,je me sens anxieux car le progrès de l'internet me fais peur,1.491,37.917,46.274,3,,,,,8,(3),(3),(6) Tout à fait d'accord,Non,Je me base en partie sur ma réflexion et en partie sur mon intuition,Très négatifs (6),Pas de sentiments positifs à propos du réchauffement climatique (0),"Ni d'accord, ni en désaccord",Tout à fait d'accord,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,D'accord,"Ni d'accord, ni en désaccord","Ni d'accord, ni en désaccord",Plutôt d'accord,Tout à fait d'accord,D'accord,D'accord,Plutôt d'accord,Plutôt d'accord,19,Un Homme,,Etudiant.e,,,12553,
